route_id,calendar_id,shape_id,headsign,direction_id,block_id
4,2,3,,0,7f3fd13f-00e3-4698-88ff-2967e1b8ac79
9,2,10,,0,2f9c6b11-f5a9-4c7f-b23d-256c0b21e5c3
10,2,25,,0,96876fa5-c056-45e8-a04b-40c24d4cc52d
1,2,19,,0,3c6c20c3-29e6-4b9b-9234-b67e2a62c2e2
10,2,27,,0,c2d15b76-d72b-421e-b20c-e980a3b42e92
4,2,3,,0,7f3fd13f-00e3-4698-88ff-2967e1b8ac79
8,2,11,,0,0a456eb4-e254-4de9-b916-eaffe5144585
7,2,15,,0,2501f212-5752-4d46-9858-90cf06d14fbf
11,2,17,,0,5d9ab83b-33e4-43a0-b4fa-850eb82126c3
4,2,3,,0,b1ea538d-e8e7-45be-add1-65ccf23cd1b5
